id,name,category,family,grade,standard_system,standard_designation,uns,en_number,tags,notes,source_type,source_name,confidence,density,youngs_modulus,poisson_ratio,yield_strength,ultimate_strength,toughness,thermal_expansion,melting_point,thermal_conductivity,created_at,updated_at,default_condition_id
267,Aluminum 1100 [0267],metal,aluminum,1100,ISO,ISO 33572,X96969,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8226.38,173312499798.29,0.3033,851400700.24,1743733187.72,78158710.27,2.2460814e-05,1289.39,351.5656,2026-02-02T18:45:01.513149,2026-02-02T18:45:01.513152,340
268,Alumina Al2O3 95% [0268],ceramic,alumina,Al2O3 95%,JIS,JIS K7445,,,"alumina,bundle,ceramic,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2948.04,447731217661.07,0.172,1426021815.46,2269981060.62,1474125.09,3.0866273e-06,2299.39,157.0783,2026-02-02T18:45:01.513552,2026-02-02T18:45:01.513559,341
269,Titanium Ti-3Al-2.5V [0269],metal,titanium,Ti-3Al-2.5V,EN,EN 11537,X41561,1.3303,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8410.93,130913405033.18,0.3597,263242743.15,663540394.42,20948715.98,9.5205765e-06,853.74,10.1083,2026-02-02T18:45:01.514033,2026-02-02T18:45:01.514036,342
270,Aluminum 6063 [0270],metal,aluminum,6063,ASTM,ASTM D469,X68902,,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8443.63,94516798390.09,0.3229,523074829.78,936502563.76,70774201.28,1.5807835e-05,1251.7,405.3847,2026-02-02T18:45:01.514459,2026-02-02T18:45:01.514463,343
271,Copper Alloy C11000 [0271],metal,copper alloy,C11000,ISO,ISO 4670,X40669,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8143.14,112033962042.63,0.3074,342115060.99,824205268.99,13761414.71,1.8411638e-05,1370.5,19.5737,2026-02-02T18:45:01.515146,2026-02-02T18:45:01.515150,345
272,Magnesium AZ31B [0272],metal,magnesium,AZ31B,EN,EN 11777,X37325,1.2870,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8061.81,86216881348.6,0.2816,455253355.77,1458534690.0,54185026.3,2.0350751e-05,658.19,23.2421,2026-02-02T18:45:01.515380,2026-02-02T18:45:01.515385,346
273,Steel 4140 [0273],metal,steel,4140,EN,EN 60145,X96017,1.9449,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8769.57,156773550830.45,0.3119,909100400.45,1333414988.41,153085278.36,1.3728024e-05,1640.01,97.5787,2026-02-02T18:45:01.515886,2026-02-02T18:45:01.515889,347
274,Copper Alloy C17200 [0274],metal,copper alloy,C17200,ISO,ISO 6756,X58893,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7585.52,152574011656.73,0.261,565204007.92,947996726.45,38439609.85,1.9020029e-05,1636.45,357.4579,2026-02-02T18:45:01.516911,2026-02-02T18:45:01.516917,349
275,Cfrp CFRP-UD [0275],composite,CFRP,CFRP-UD,JIS,JIS H5526,,,"CFRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1731.44,125330597151.6,0.2254,1241689115.71,1368398102.6,40843903.3,1.5622495e-05,268.29,1.8486,2026-02-02T18:45:01.517905,2026-02-02T18:45:01.517912,351
276,Gfrp GFRP-UD [0276],composite,GFRP,GFRP-UD,EN,EN 43757,,1.8318,"GFRP,bundle,composite,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1527.4,57836762557.77,0.2858,746249237.53,1006204607.89,4843177.12,6.208927e-06,301.16,8.6561,2026-02-02T18:45:01.518783,2026-02-02T18:45:01.518788,353
277,Silicon Nitride Si3N4-Sintered [0277],ceramic,silicon nitride,Si3N4-Sintered,JIS,JIS G6673,,,"bundle,ceramic,silicon_nitride,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,4432.92,153277741695.64,0.289,1888947819.38,3152797623.31,10623544.12,1.5919079e-06,2453.36,199.9187,2026-02-02T18:45:01.519266,2026-02-02T18:45:01.519270,354
278,Copper Alloy C36000 [0278],metal,copper alloy,C36000,EN,EN 14238,X71154,1.2072,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8386.05,202308058591.56,0.3375,326562580.9,1139039439.58,21776794.57,1.2770483e-05,785.42,314.4695,2026-02-02T18:45:01.519574,2026-02-02T18:45:01.519578,355
279,Copper Alloy C11000 [0279],metal,copper alloy,C11000,EN,EN 74451,X80161,1.9455,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7931.99,84913209249.27,0.3284,242448951.44,596023097.18,27288121.46,1.4639422e-05,878.1,199.9635,2026-02-02T18:45:01.520030,2026-02-02T18:45:01.520034,356
280,Steel 4340 [0280],metal,steel,4340,EN,EN 65019,X41944,1.2149,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8807.97,66467746522.31,0.3347,897003842.32,1331621526.51,65772795.22,1.0337898e-05,1391.11,276.139,2026-02-02T18:45:01.520653,2026-02-02T18:45:01.520657,358
281,Copper Alloy C36000 [0281],metal,copper alloy,C36000,ISO,ISO 54841,X81405,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7938.49,138549030982.65,0.3355,433090554.91,534537545.95,73927527.48,2.3980581e-05,1703.09,60.8141,2026-02-02T18:45:01.521066,2026-02-02T18:45:01.521084,359
282,Nylon PA6 [0282],polymer,nylon,PA6,ASTM,ASTM C907,,,"bundle,nylon,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1212.09,8218428339.95,0.4088,117113404.75,173138500.9,5432829.52,3.7642225e-05,231.0,0.2241,2026-02-02T18:45:01.521855,2026-02-02T18:45:01.521859,361
283,Epoxy EP-Toughened [0283],polymer,epoxy,EP-Toughened,ASTM,ASTM E505,,,"bundle,epoxy,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1498.92,15262582241.1,0.4376,82335195.13,251890975.74,2736002.98,0.00013781309,167.03,0.6688,2026-02-02T18:45:01.523630,2026-02-02T18:45:01.523636,363
284,Zirconia PSZ [0284],ceramic,zirconia,PSZ,ASTM,ASTM A349,,,"bundle,ceramic,synthetic,zirconia",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3358.84,142655870957.69,0.2235,1952992716.64,2397746249.94,18748964.86,5.2031897e-06,1785.25,3.8881,2026-02-02T18:45:01.524001,2026-02-02T18:45:01.524005,364
285,Alumina Al2O3 99.9% [0285],ceramic,alumina,Al2O3 99.9%,EN,EN 97228,,1.4849,"alumina,bundle,ceramic,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2614.57,113681624945.92,0.2489,1034596299.37,1632026586.41,7441603.76,3.8805299e-06,2731.64,61.0849,2026-02-02T18:45:01.524436,2026-02-02T18:45:01.524444,365
286,Copper Alloy C26000 [0286],metal,copper alloy,C26000,JIS,JIS G7654,X76005,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7445.14,193160158140.06,0.3158,1390421183.73,2550595087.45,176960485.99,1.6078441e-05,1281.37,373.1633,2026-02-02T18:45:01.525844,2026-02-02T18:45:01.525850,366
287,Copper Alloy C11000 [0287],metal,copper alloy,C11000,JIS,JIS G9400,X54577,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7911.83,193090229507.53,0.3456,565864090.55,1370148659.32,22652107.63,2.3810288e-05,672.82,375.8688,2026-02-02T18:45:01.526523,2026-02-02T18:45:01.526529,367
288,Abs ABS-FR [0288],polymer,abs,ABS-FR,ISO,ISO 99711,,,"abs,bundle,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,945.3,11309265365.58,0.3557,94843963.28,202736176.35,6883145.25,7.9613767e-05,185.09,0.5072,2026-02-02T18:45:01.526932,2026-02-02T18:45:01.526936,368
289,Silicon Carbide SiC-ReactionBonded [0289],ceramic,silicon carbide,SiC-ReactionBonded,JIS,JIS G9254,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2541.6,151596421561.2,0.1343,1231544243.74,1591168458.35,9637804.66,1.1582536e-05,2709.58,181.6741,2026-02-02T18:45:01.527372,2026-02-02T18:45:01.527375,370
290,Aluminum 2024 [0290],metal,aluminum,2024,EN,EN 76286,X98888,1.1046,"aluminum,bundle,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7422.37,104450455313.99,0.2761,575412867.95,894510726.05,95697427.43,1.5751523e-05,1392.62,332.3991,2026-02-02T18:45:01.527514,2026-02-02T18:45:01.527518,371
291,Zirconia Y-TZP [0291],ceramic,zirconia,Y-TZP,EN,EN 76181,,1.6626,"bundle,ceramic,synthetic,zirconia",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,5111.12,99534470198.06,0.1456,874659916.85,1637496125.92,7942216.84,7.846838e-06,2206.84,70.0011,2026-02-02T18:45:01.527837,2026-02-02T18:45:01.527840,372
292,Titanium Ti-3Al-2.5V [0292],metal,titanium,Ti-3Al-2.5V,ASTM,ASTM B22,X35870,,"bundle,metal,synthetic,titanium",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7583.67,160014730027.58,0.3305,440071881.46,884224580.96,71066024.22,1.6623612e-05,1588.54,268.7255,2026-02-02T18:45:01.528254,2026-02-02T18:45:01.528258,373
293,Abs ABS-HighImpact [0293],polymer,abs,ABS-HighImpact,JIS,JIS H2015,,,"abs,bundle,polymer,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,1316.36,5252584470.56,0.3279,82873019.88,210610171.24,5452863.36,0.0001046972,375.94,0.78,2026-02-02T18:45:01.528562,2026-02-02T18:45:01.528566,374
294,Magnesium AZ31B [0294],metal,magnesium,AZ31B,JIS,JIS H575,X37077,,"bundle,magnesium,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8836.51,141873173115.39,0.2916,327543423.99,1205440834.37,49625707.38,8.5289609e-06,1228.6,117.0341,2026-02-02T18:45:01.529391,2026-02-02T18:45:01.529395,376
295,Copper Alloy C36000 [0295],metal,copper alloy,C36000,ISO,ISO 55635,X73437,,"bundle,copper_alloy,metal,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8698.83,166744936518.12,0.3418,713707222.95,1067364573.04,102874663.58,8.9328058e-06,1517.46,219.5704,2026-02-02T18:45:01.529772,2026-02-02T18:45:01.529776,377
296,Alumina Al2O3 99.5% [0296],ceramic,alumina,Al2O3 99.5%,ISO,ISO 44448,,,"alumina,bundle,ceramic,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,2319.17,367259400928.81,0.1566,2564760706.94,3670114518.06,13809227.81,1.7824759e-06,2345.42,151.5957,2026-02-02T18:45:01.530164,2026-02-02T18:45:01.530168,378
297,Silicon Carbide SiC-Sintered [0297],ceramic,silicon carbide,SiC-Sintered,ISO,ISO 82772,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,3215.94,353880870817.44,0.1341,2864757088.92,3128109718.14,8658766.39,9.6387534e-06,2645.35,59.7706,2026-02-02T18:45:01.530533,2026-02-02T18:45:01.530537,379
298,Steel 17-4PH [0298],metal,steel,17-4PH,JIS,JIS G9767,X11637,,"bundle,metal,steel,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,8581.18,94786554495.02,0.2923,1302974485.34,1746455903.73,170139900.53,1.2866344e-05,581.61,293.6155,2026-02-02T18:45:01.531101,2026-02-02T18:45:01.531105,381
299,Silicon Carbide SiC-Sintered [0299],ceramic,silicon carbide,SiC-Sintered,JIS,JIS K3830,,,"bundle,ceramic,silicon_carbide,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,5859.33,142760873701.5,0.2662,560897205.22,1193917806.87,4132503.27,4.101519e-06,1978.26,67.188,2026-02-02T18:45:01.531938,2026-02-02T18:45:01.531942,383
300,Nickel Alloy Hastelloy C276 [0300],metal,nickel alloy,Hastelloy C276,ISO,ISO 25284,X15749,,"bundle,metal,nickel_alloy,synthetic",Synthetic A–P bundle data: plausible ranges & structure; not datasheet-verified.,builtin,synthetic_bundle_v1,SYN,7657.09,179177312423.34,0.341,1477116163.74,2564814053.15,82915367.65,9.3195185e-06,1274.82,203.4704,2026-02-02T18:45:01.532167,2026-02-02T18:45:01.532171,384
